location,wind,solar,battery,operational_emissions_total_g,embodied_emissions_initial_g,embodied_emissions_g,coverage_pct,total_battery_discharge_kwh,total_excess_renewable_kwh,total_grid_draw_kwh
houston,9000,32000,45000,26511220.318360142,19655000000,4325540923.707143,99.5232250333988,4066095.123155417,43009537.091940075,72135.5771066204
houston,30000,20000,45000,21318133.82617773,22040000000,4456137664.107825,99.65900598159887,2554377.7851093663,63188045.284209564,51592.055016273676
houston,21000,24000,45000,18253258.898975424,20547000000,4374624334.951897,99.69698652097627,2909961.24162279,53281306.348035894,45845.63727471423
houston,21000,0,45000,980795011.1368742,10659000000,3769292076.4165807,83.55131052015773,2987457.4115497842,23883027.739258,2488670.319112
houston,12000,16000,45000,63742211.41990351,14110000000,3984696008.971686,98.90078688992115,3708867.9083538842,27106429.309653293,166309.847649835
houston,21000,28000,45000,13585252.714893533,22195000000,4475511809.561388,99.76051546664023,2884565.2810767055,58582696.96085562,36233.77113351433
houston,0,16000,45000,526849726.1948005,9922000000,3733556816.67477,90.76533831973148,8057807.53465694,7305126.378600972,1397195.1053541072
houston,0,12000,45000,976242428.6109086,8274000000,3632668889.158056,83.24273383399058,7154772.017031603,3161718.6971625006,2535357.664081045
houston,21000,32000,45000,10671600.949657328,23843000000,4576399336.382468,99.81998759905049,2865727.93731651,63884739.10267489,27235.696792997183
houston,21000,20000,45000,23576327.484157108,18899000000,4273736671.3582935,99.61530716023547,2944113.877687278,47982238.62178539,58203.64312124225
houston,9000,28000,45000,35174615.59764267,18007000000,4224653396.8860626,99.37197099131161,4084107.3042906197,37726044.66995112,95020.16287555936
houston,30000,16000,45000,26456382.70305952,20392000000,4355249885.840882,99.56582665816114,2596598.452654956,57891204.56421406,65689.99375349715
houston,12000,12000,45000,110784584.1803431,12462000000,3883808081.454972,98.1195151985259,3709347.0816117497,21920680.5948966,284515.4756374357
houston,30000,12000,45000,35336920.56188441,18744000000,4254361958.324168,99.4163133764686,2660280.8850957877,52604482.56069337,88311.20421024831
houston,21000,4000,45000,428557537.43267375,12307000000,3870184027.3157854,92.87121172957436,2651123.703524275,27794343.59456583,1078578.5579807893
houston,0,8000,45000,2201498574.419738,6626000000,3531780681.496615,62.94210582520757,4437630.410638844,1007722.141388759,5606822.442275428
houston,3000,8000,45000,1188061165.7464817,7673000000,3595445954.9099436,80.10836844956218,4053831.2343422887,3722540.8948219833,3009584.0218123635
houston,0,20000,45000,354283037.8045193,11570000000,3834444594.9417124,93.7313166089124,8331491.185398157,12160336.505973965,948445.5472533905
houston,6000,0,45000,2859486965.5285897,5424000000,3455725367.956674,51.17442859069852,1368819.158484636,2736738.6958341775,7387260.275593532
